Uen,Regional,Canal Comercial,Marquilla,Código Producto,Producto,min_Anio,min_Mes
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,10392860,LACA FLUORESCENTE AEROCOLOR MAGENTA FUSION 300 ML,2022,8
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,10392861,LACA FLUORESCENTE AEROCOLOR MORADO PURPLE 300 ML,2022,6
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,10392862,LACA FLUORESCENTE AEROCOLOR AZUL INTENSO 300 ML,2022,6
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,10392863,PINTURA METALICA AEROCOLOR ORO 24 KILATES 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,10392864,PINTURA METALICA AEROCOLOR BRONCE BRILLANTE 300 ML,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,10392865,PINTURA METALICA AEROCOLOR PLATA BRILLANTE NUEVO 300 ML,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,10395998,LACA VIOLETA INTENSO AEROCOLOR 300 ML,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,10396003,LACA TURQUESA AEROCOLOR 300 ML,2023,10
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,10396004,LACA AZUL CLARO AEROCOLOR 300 ML,2023,10
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,10396005,LACA AZUL MARINO AEROCOLOR 300 ML,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,10396006,LACA FLAMINGO AEROCOLOR 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,10396007,LACA ROJO CEREZA AEROCOLOR 300 ML,2023,7
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,10396009,ELECTROGASODOMESTICOS GRIS TITANIO AEROCOLOR 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,10396010,ELECTROGASODOMESTICOS GRIS PLATINO AEROCOLOR 300 ML,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023321,AEROSOLES AEROCOLOR MULTISUPERFICIE NEGRO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023328,AEROSOLES AEROCOLOR MULTISUPERFICIE BLANCO BRILLANTE 400 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023329,AEROSOLES AEROCOLOR MULTISUPERFICIE BLANCO SEMI BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023330,AEROSOLES AEROCOLOR ANTICORROSIVA BLANCO MATE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023331,AEROSOLES AEROCOLOR MULTISUPERFICIE BLANCO MATE 400 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023332,AEROSOLES AEROCOLOR ELECTROGASODOMESTICO BLANCO MATE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023334,AEROSOLES AEROCOLOR FLUORESCENTE AMARILLO 300 ML,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023335,AEROSOLES AEROCOLOR MULTISUPERFICIE ROJO CLARO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023336,AEROSOLES AEROCOLOR ANTICORROSIVA GRIS MATE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023337,AEROSOLES AEROCOLOR MULTISUPERFICIE AZUL ESPANOL BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023338,AEROSOLES AEROCOLOR MULTISUPERFICIE TRANSPARENTE BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023339,AEROSOLES AEROCOLOR ANTICORROSIVA NEGRO MATE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023340,AEROSOLES AEROCOLOR RINES ALUMINIO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023341,AEROSOLES AEROCOLOR MULTISUPERFICIE TRANSPARENTE MATE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023342,AEROSOLES AEROCOLOR MULTISUPERFICIE ALUMINIO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023344,AEROSOLES AEROCOLOR MULTISUPERFICIE NEGRO MATE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023347,AEROSOLES AEROCOLOR MULTISUPERFICIE BLANCO MATE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023349,AEROSOLES AEROCOLOR MULTISUPERFICIE GRIS BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023350,AEROSOLES AEROCOLOR ALTAS TEMPERATURAS ROJO OSCURO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023351,AEROSOLES AEROCOLOR MULTISUPERFICIE CAOBA BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023352,AEROSOLES AEROCOLOR MULTISUPERFICIE VERDE JADE BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023353,AEROSOLES AEROCOLOR MULTISUPERFICIE AMARILLO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023354,AEROSOLES AEROCOLOR METALIZADA COBRE BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023355,AEROSOLES AEROCOLOR MULTISUPERFICIE NEGRO SEMIBRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023356,AEROSOLES AEROCOLOR MULTISUPERFICIE ROJO OSCURO BRILLANTE 300 ML,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023357,AEROSOLES AEROCOLOR MULTISUPERFICIE BERMELLON BRILLANTE 300 ML,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023359,AEROSOLES AEROCOLOR MULTISUPERFICIE AMARILLO TAXI BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023360,AEROSOLES AEROCOLOR RINES ALUMINIO CLARO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023361,AEROSOLES AEROCOLOR FLUORESCENTE NARANJA BRILLANTE 300 ML,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023362,AEROSOLES AEROCOLOR LACAS CARAMELO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023363,AEROSOLES AEROCOLOR MULTISUPERFICIE ANOLOC OSCURO BRILLANTE 300 ML,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023364,AEROSOLES AEROCOLOR LACAS WENGUE BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023365,AEROSOLES AEROCOLOR LACAS CAOBA BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023366,AEROSOLES AEROCOLOR MULTISUPERFICIE ANOLOC CLARO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023367,AEROSOLES AEROCOLOR TINTE MIEL 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023374,AEROSOLES AEROCOLOR ALTAS TEMPERATURAS NEGRO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023375,AEROSOLES AEROCOLOR ALTAS TEMPERATURAS NEGRO MATE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023376,AEROSOLES AEROCOLOR METALIZADA ORO 18 KILATES BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023377,AEROSOLES AEROCOLOR MULTISUPERFICIE BLANCO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023378,AEROSOLES AEROCOLOR ALTAS TEMPERATURAS ALUMINIO BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023380,AEROSOLES AEROCOLOR ELECTROGASODOMESTICO BEIGE BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023381,AEROSOLES AEROCOLOR METALIZADA ORO 24 KILATES BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023384,AEROSOLES AEROCOLOR LACAS MIEL BRILLANTE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AEROCOLOR,20023386,AEROSOLES AEROCOLOR TINTE WENGUE 300 ML,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AJUSTADOR,10015599,AJUSTADOR VARSOL 21132 CANECA 5 GALONES,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,AJUSTADOR,10017254,AJUSTADOR VARSOL 21132 TAMBOR 55 GALONES,2022,9
DECORATIVO,REGIONAL PEREIRA,Tiendas,AJUSTADOR,10128251,AJUSTADOR VARSOL 21132 GALON,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,AJUSTADOR,10128252,AJUSTADOR VARSOL 21132 1/4 GALON,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,ALTO BRILLO,10011394,ESMALTE ALTO BRILLO ANOLOC PLATEADO 26050 1 GL,2022,10
DECORATIVO,REGIONAL PEREIRA,Tiendas,ALTO BRILLO,10014550,ESMALTE ALTO BRILLO ALUMINIO TERPEL 26015 1 GL,2022,6
DECORATIVO,REGIONAL PEREIRA,Tiendas,ALTO BRILLO,10014551,ESMALTE ALTO BRILLO AZUL ULTRAMAR 26021 1 GL,2022,4
DECORATIVO,REGIONAL PEREIRA,Tiendas,ALTO BRILLO,10014577,ESMALTE ALTO BRILLO ROJO BERMELLON 26187 1 GL,2023,8
DECORATIVO,REGIONAL PEREIRA,Tiendas,ALTO BRILLO,10014580,ESMALTE ALTO BRILLO DORADO 26250 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,ALTO BRILLO,20017950,ESMALTE ALTO BRILLO ALUMINIO 26015 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,ANTICORROSIVA ALQUIDICA,10014605,ANTICORROSIVO ICO BLANCO 4041100 1 GL,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,ANTICORROSIVA ALQUIDICA,10014607,ANTICORROSIVO ICO GRIS 4041308 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,ANTICORROSIVA ALQUIDICA,10014608,ANTICORROSIVO ICO NEGRO MATE 4041453 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,ANTICORROSIVA ALQUIDICA,10014609,ANTICORROSIVO ICO ROJO 4041506 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,ANTICORROSIVO TERINSA,10014266,ANTICORROSIVO TERINSA GRIS 05064 1 GL,2022,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,ANTICORROSIVO TERINSA,10014272,ANTICORROSIVO TERINSA BLANCO 05232 1 GL,2022,3
DECORATIVO,REGIONAL PEREIRA,Tiendas,ANTICORROSIVO TERINSA,10352081,ANTICORROSIVO TERINSA GRIS 05064 CUARTO,2022,6
DECORATIVO,REGIONAL PEREIRA,Tiendas,ANTICORROSIVO TERINSA,20003216,ANTICORROSIVO TERINSA BLANCO 05232 1/4 GL,2022,3
DECORATIVO,REGIONAL PEREIRA,Tiendas,AQUABLOCK,10340498,AQUABLOCK BLANCO 1401 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AQUABLOCK,10340500,AQUABLOCK BLANCO 1401 CANECA 5 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,AQUABLOCK,10340501,AQUABLOCK BASE PASTEL 1474 GALON,2022,8
DECORATIVO,REGIONAL PEREIRA,Tiendas,AQUABLOCK,10341783,AQUABLOCK BLANCO 1401 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CONCENTRADOS S-MATIZ,10384638,"COLORANTE BAJO VOC NEGRO B/NGO 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CONCENTRADOS S-MATIZ,10384639,"COLORANTE BAJO VOC AMARILLO ORGANICO AXX/AOR 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CONCENTRADOS S-MATIZ,10384640,"COLORANTE BAJO VOC AMARILLO MEDIO T/AME 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CONCENTRADOS S-MATIZ,10384641,"COLORANTE BAJO VOC CAOBA I/CAB 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CONCENTRADOS S-MATIZ,10384642,"COLORANTE BAJO VOC AMBAR L/AMB 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CONCENTRADOS S-MATIZ,10384643,"COLORANTE BAJO VOC ROJO ORGANICO R/ROR 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CONCENTRADOS S-MATIZ,10384644,"COLORANTE BAJO VOC MAGENTA V/MGT 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CONCENTRADOS S-MATIZ,10384645,"COLORANTE BAJO VOC BLANCO KX/BNO 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CONCENTRADOS S-MATIZ,10384646,"COLORANTE BAJO VOC AMARILLO OXIDO C/AOX 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CONCENTRADOS S-MATIZ,10384647,"COLORANTE BAJO VOC ROJO OXIDO F/ROX 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CONCENTRADOS S-MATIZ,10384648,"COLORANTE BAJO VOC VERDE FTALO D/VFT 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CONCENTRADOS S-MATIZ,10384649,"COLORANTE BAJO VOC AZUL FTALO E/AFT 1/4 GL (0,946L)",2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC ALUMINIO,10012969,CORROTEC ALUMINIO ECP100 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC AQUA,10398309,CORROTEC AQUA GRIS 1 GL,2022,9
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC PINTOXIDO,10015084,CORROTEC PINTOXIDO INCOLORO 514 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC PREMIUM,10012444,CORROTEC PREMIUM NEGRO 200 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC PREMIUM,10012445,CORROTEC PREMIUM ROJO 310 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC PREMIUM,10012454,CORROTEC PREMIUM GRIS 507 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC PREMIUM,10014322,CORROTEC PREMIUM NEGRO 200 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC PREMIUM,10014324,CORROTEC PREMIUM ROJO 310 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC PREMIUM,10014333,CORROTEC PREMIUM GRIS 507 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC PREMIUM,10202616,CORROTEC PREMIUM BLANCO 10041 508 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC PREMIUM,10202617,CORROTEC PREMIUM BLANCO 10041 508 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC PREMIUM,10229836,CORROTEC PREMIUM GRIS 507-0108 PINTUCO 473CC,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC WASH PRIMER,10012453,CORROTEC WASH PRIMER 509A PARTE A VERDE 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC WASH PRIMER,10017677,CORROTEC WASH PRIMER 509B PARTE B 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC WASH PRIMER,10281794,CORROTEC WASH PRIMER BASE AGUA 1 GL,2022,6
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC WASH PRIMER,10281795,CORROTEC WASH PRIMER BASE AGUA 1/4 GL,2022,3
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC WASH PRIMER,10379409,CORROTEC WASH PRIMER 509A PARTE A VERDE 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,CORROTEC WASH PRIMER,10379410,CORROTEC WASH PRIMER 509B PARTE B 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012479,ESMALTE DOMESTICO MARFIL P-5 1/4 GL,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012480,ESMALTE DOMESTICO CREMA P-7 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012481,ESMALTE DOMESTICO BLANCO P-11 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012483,ESMALTE DOMESTICO AMARILLO P-18 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012485,ESMALTE DOMESTICO NARANJA P-21 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012486,ESMALTE DOMESTICO ROJO FIESTA P-30 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012487,ESMALTE DOMESTICO AZUL FRANCES P-35 1/4 GL,2023,10
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012488,ESMALTE DOMESTICO AZUL ESPANOL P-40 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012489,ESMALTE DOMESTICO VERDE MAR P-45 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012490,ESMALTE DOMESTICO VERDE ESMERALDA P-53 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012492,ESMALTE DOMESTICO VERDE SELVA P-56 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012493,ESMALTE DOMESTICO CAOBA P-75 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012495,ESMALTE DOMESTICO GRIS HUMO P-85 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012496,ESMALTE DOMESTICO NEGRO P-95 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012498,ESMALTE DOMESTICO DORADO 112228 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012500,ESMALTE DOMESTICO AZUL VERANO P-50 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012501,ESMALTE DOMESTICO TABACO CLARO P-70 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012508,ESMALTE DOMESTICO VINO TINTO P-90 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012511,ESMALTE DOMESTICO ROJO PROFUNDO P 92 1/4 GL,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012512,ESMALTE DOMESTICO VERDE OLIVA P-93 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012518,ESMALTE DOMESTICO BASE PASTEL BLANCO 12284 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012520,ESMALTE DOMESTICO BASE TINT BLANCO 12285 1/4 GL,2023,10
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012522,ESMALTE DOMESTICO BASE DEEP CREMA 12286 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012524,ESMALTE DOMESTICO MATE SUPERSINTETICO BLANCO 6W 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012525,ESMALTE DOMESTICO MATE SUPERSINTETICO NEGRO 290W 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012526,ESMALTE DOMESTICO SEMIBRILLANTE BLANCO 1100 1/4 GL,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10012565,ESMALTE DOMESTICO ALUMINIO ALUMINIO P-153 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014378,ESMALTE DOMESTICO MARFIL P-5 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014380,ESMALTE DOMESTICO CREMA P-7 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014381,ESMALTE DOMESTICO BLANCO P-11 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014383,ESMALTE DOMESTICO AMARILLO P-18 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014385,ESMALTE DOMESTICO NARANJA P-21 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014386,ESMALTE DOMESTICO ROJO FIESTA P-30 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014388,ESMALTE DOMESTICO AZUL FRANCES P-35 GALON,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014389,ESMALTE DOMESTICO AZUL ESPANOL P-40 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014391,ESMALTE DOMESTICO VERDE MAR P-45 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014392,ESMALTE DOMESTICO VERDE ESMERALDA P-53 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014394,ESMALTE DOMESTICO VERDE SELVA P-56 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014395,ESMALTE DOMESTICO CAOBA P-75 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014397,ESMALTE DOMESTICO GRIS HUMO P-85 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014398,ESMALTE DOMESTICO NEGRO P-95 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014401,ESMALTE DOMESTICO DORADO 112228 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014403,ESMALTE DOMESTICO AZUL VERANO P-50 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014404,ESMALTE DOMESTICO TABACO CLARO P-70 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014411,ESMALTE DOMESTICO VINO TINTO P-90 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014414,ESMALTE DOMESTICO ROJO PROFUNDO P-92 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014416,ESMALTE DOMESTICO VERDE OLIVA P-93 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014423,ESMALTE DOMESTICO BASE PASTEL BLANCO 12284 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014425,ESMALTE DOMESTICO BASE TINT BLANCO 12285 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014427,ESMALTE DOMESTICO BASE DEEP CREMA 12286 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014429,ESMALTE DOMESTICO MATE SUPERSINTETICO BLANCO 6W GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014430,ESMALTE DOMESTICO MATE SUPERSINTETICO NEGRO 290W GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014431,ESMALTE DOMESTICO SEMIBRILLANTE BLANCO 1100 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10014495,ESMALTE DOMESTICO ALUMINIO ALUMINIO P-153 1 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10200469,ESMALTE DOMESTICO ANOLOC CHAMPANA P155 GALON,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10200470,ESMALTE DOMESTICO ANOLOC CHAMPANA P155 1/4 GL,2023,12
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10227787,ESMALTE DOMESTICO ALUMINIO 1-8 PINTUCO P-153-0108 473 CC,2022,9
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10227833,ESMALTE DOMESTICO AMARILLO PINTUCO P-18-0108 473 CC,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10227834,ESMALTE DOMESTICO AZUL ESPANOL PINTUCO P-40-0108 473 CC,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10227843,ESMALTE DOMESTICO GRIS HUMO PINTUCO P-85-0108 473 CC,2023,5
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10227846,ESMALTE DOMESTICO ROJO FIESTA PINTUCO P-30-0108 473 CC,2023,11
DECORATIVO,REGIONAL PEREIRA,Tiendas,DOMESTICO,10227851,ESMALTE DOMESTICO TABACO CLARO PINTUCO P-70-0108 473 CC,2022,11
